"hed__Contact__r.csuoee__PIDM__c","hed__Course_Offering__r.lms_hed__LMS_Reference_Code__c","hed__Grade__c","csuoee__Banner_Enrollment_Reference__c","hed__Status__c","hed__Verification_Status__c","hed__Verification_Status_Date__c","csuoee__Banner_Status__c","csuoee__Via_XE__c"
"1.2435749E7","2024FA-BMS-300-801","","202490-72187-12435749","RE","Verified","2024-10-31","","false"
"1.2435749E7","2024FA-BC-351-801","","202490-71103-12435749","RE","Verified","2024-10-31","","false"
"1.2435749E7","2024FA-BMS-320-801","","202490-70915-12435749","RW","Verified","2024-10-31","","true"
"1.2435749E7","2024FA-OT-215-801","","202490-70966-12435749","RE","Verified","2024-10-31","","false"
"1.2435662E7","2024FA-WR-512-801","","202490-70830-12435662","RE","Verified","2024-10-31","","false"
"1.2435659E7","2024FA-PPA-500-801","","202490-74028-12435659","RE","Verified","2024-10-31","","false"
"1.2435659E7","2024FA-PPA-501-801","","202490-74029-12435659","RE","Verified","2024-10-31","","false"
"1.2435634E7","2024FA-LSPA-700-801","","202490-76641-12435634","RE","Verified","2024-10-31","","false"
"1.2435632E7","2024SM-EDUC-591A-612","","202460-47044-12435632","RE","Verified","2024-10-31","","false"
"1.2435631E7","2024SM-ECON-320-801","","202460-46638-12435631","RE","Verified","2024-10-31","","false"
"1.2435611E7","2024FA-CS-370-801","","202490-70835-12435611","RE","Verified","2024-10-31","","false"
"1.2435611E7","2024FA-DSCI-369-801","","202490-75734-12435611","RW","Verified","2024-10-31","","true"
"1.2435609E7","2024FA-AGRI-631-801","","202490-71152-12435609","RW","Verified","2024-10-31","","true"
"1.2435609E7","2024FA-AGRI-630-801","","202490-71151-12435609","RW","Verified","2024-10-31","","true"
"1.2435605E7","2024FA-ECON-306-801","","202490-71265-12435605","RE","Verified","2024-10-31","","false"
"1.2435602E7","2024FA-LSPA-700-801","","202490-76641-12435602","RE","Verified","2024-10-31","","false"
"1.2435601E7","2024SM-SOWK-560-802","","202460-48434-12435601","RE","Verified","2024-10-31","","false"
"1.24356E7","2024SM-CIVE-360-801","","202460-49305-12435600","RE","Verified","2024-10-31","","false"
"1.2435598E7","2024SM-MATH-340-801","","202460-48111-12435598","RE","Verified","2024-10-31","","false"
"1.2435597E7","2024SM-D-496-732","","202460-48276-12435597","RE","Verified","2024-10-31","","false"
"1.2435594E7","2024SM-EDUC-591A-613","","202460-48283-12435594","RE","Verified","2024-10-31","","false"
"1.2435584E7","2024FA-MIP-613-801","","202490-74314-12435584","RE","Verified","2024-10-31","","false"
"1.2435584E7","2024FA-MIP-611-801","","202490-74313-12435584","RE","Verified","2024-10-31","","false"
"1.2435583E7","2024FA-MIP-618A-801","","202490-76924-12435583","RE","Verified","2024-10-31","","false"
"1.2435583E7","2024FA-MIP-616-801","","202490-74315-12435583","RE","Verified","2024-10-31","","false"
"1.2435583E7","2024FA-MIP-611-801","","202490-74313-12435583","RE","Verified","2024-10-31","","false"
"1.2435581E7","2024FA-SYSE-501-801","","202490-74086-12435581","RE","Verified","2024-10-31","","false"
"1.2435573E7","2024FA-JTC-413-801","","202490-71124-12435573","RW","Verified","2024-10-31","","true"
"1.2435573E7","2024FA-JTC-211-801","","202490-71109-12435573","RE","Verified","2024-10-31","","false"
"1.2435573E7","2024FA-SPCM-350-801","","202490-70981-12435573","RW","Verified","2024-10-31","","true"
"1.2435573E7","2024FA-JTC-300-802","","202490-75366-12435573","RW","Verified","2024-10-31","","true"
"1.2435559E7","2024FA-SYSE-501-801","","202490-74086-12435559","RE","Verified","2024-10-31","","false"
"1.2435552E7","2024FA-MIP-540-801","","202490-74312-12435552","RE","Verified","2024-10-31","","false"
"1.2435552E7","2024FA-MIP-611-801","","202490-74313-12435552","RE","Verified","2024-10-31","","false"
"1.2435552E7","2024FA-MIP-680A7-801","","202490-76915-12435552","RE","Verified","2024-10-31","","false"
"1.243554E7","2024FA-MIP-618A-801","","202490-76924-12435540","RE","Verified","2024-10-31","","false"
"1.243554E7","2024FA-MIP-619A-801","","202490-76913-12435540","RE","Verified","2024-10-31","","false"
"1.243554E7","2024FA-MIP-611-801","","202490-74313-12435540","RE","Verified","2024-10-31","","false"
"1.243554E7","2024FA-MIP-616-801","","202490-74315-12435540","RE","Verified","2024-10-31","","false"
"1.243554E7","2024FA-MIP-680A7-801","","202490-76915-12435540","RE","Verified","2024-10-31","","false"
"1.243554E7","2024FA-MIP-540-801","","202490-74312-12435540","RE","Verified","2024-10-31","","false"
"1.2435497E7","2024FA-FW-556-801","","202490-71275-12435497","RE","Verified","2024-10-31","","false"
"1.2435497E7","2024FA-FW-579-801","","202490-74156-12435497","RW","Verified","2024-10-31","","true"
"1.2435497E7","2024FA-NR-535-801","","202490-71193-12435497","RE","Verified","2024-10-31","","false"
"1.2435496E7","2024FA-MIP-611-801","","202490-74313-12435496","RE","Verified","2024-10-31","","false"
"1.2435496E7","2024FA-MIP-613-801","","202490-74314-12435496","RE","Verified","2024-10-31","","false"
"1.2435494E7","2024FA-MIP-613-801","","202490-74314-12435494","RE","Verified","2024-10-31","","false"
"1.2435494E7","2024FA-MIP-611-801","","202490-74313-12435494","RE","Verified","2024-10-31","","false"
"1.2435493E7","2024FA-MIP-611-801","","202490-74313-12435493","RE","Verified","2024-10-31","","false"
"1.2435492E7","2024FA-EDAE-521-801","","202490-74299-12435492","RE","Verified","2024-10-31","","false"
"1.2435492E7","2024FA-EDAE-520-801","","202490-70869-12435492","RE","Verified","2024-10-31","","false"
"1.2435491E7","2024FA-CIS-600A-801","","202490-73536-12435491","RE","Verified","2024-10-31","","false"
"1.2435491E7","2024FA-CIS-610-801","","202490-71237-12435491","RE","Verified","2024-10-31","","false"
"1.2435454E7","2024SM-SOWK-560-802","","202460-48434-12435454","RE","Verified","2024-10-31","","false"
"1.2435452E7","2024SM-CIVE-360-801","","202460-49305-12435452","RE","Verified","2024-10-31","","false"
"1.2435451E7","2024FA-MATH-161-801","","202490-71130-12435451","RE","Verified","2024-10-31","","false"
"1.2435451E7","2024SM-MATH-160-801","","202460-46583-12435451","RE","Verified","2024-10-31","","false"
"1.243544E7","2024SM-SOWK-560-802","","202460-48434-12435440","RE","Verified","2024-10-31","","false"
"1.2435438E7","2024FA-ECON-460-801","","202490-71271-12435438","RE","Verified","2024-10-31","","false"
"1.2435437E7","2024SM-BMS-320-801","","202460-46851-12435437","RE","Verified","2024-10-31","","false"
"1.2435424E7","2024FA-PPA-500-801","","202490-74028-12435424","RW","Verified","2024-10-31","","true"
"1.2435365E7","2024FA-MIP-618A-801","","202490-76924-12435365","RE","Verified","2024-10-31","","false"
"1.2435365E7","2024FA-MIP-613-801","","202490-74314-12435365","RE","Verified","2024-10-31","","false"
"1.2435365E7","2024FA-MIP-619A-801","","202490-76913-12435365","RE","Verified","2024-10-31","","false"
"1.2435342E7","2024FA-NRRT-655-801","","202490-70819-12435342","RE","Verified","2024-10-31","","true"
"1.2435342E7","2024FA-NRRT-620-801","","202490-71317-12435342","RE","Verified","2024-10-31","","false"
"1.2435342E7","2024FA-NRRT-679A-801","","202490-71281-12435342","RE","Verified","2024-10-31","","false"
"1.2435342E7","2024FA-NRRT-608-801","","202490-75569-12435342","RW","Verified","2024-10-31","","true"
"1.2435342E7","2024FA-NRRT-615-801","","202490-70818-12435342","RW","Verified","2024-10-31","","true"
"1.2435342E7","2024FA-NRRT-679B-801","","202490-74167-12435342","RW","Verified","2024-10-31","","true"
"1.2435342E7","2024FA-NRRT-650-801","","202490-74166-12435342","RW","Verified","2024-10-31","","true"
"1.2435342E7","2024FA-NRRT-600-801","","202490-70816-12435342","RE","Verified","2024-10-31","","false"
"1.2435341E7","2024FA-BUS-620-801","","202490-70782-12435341","RE","Verified","2024-10-31","","false"
"1.2435341E7","2024FA-BUS-655-801","","202490-70786-12435341","RE","Verified","2024-10-31","","false"
"1.2435341E7","2024FA-MGT-675-801","","202490-76562-12435341","RE","Verified","2024-10-31","","false"
"1.2435341E7","2024FA-BUS-500-801","","202490-70927-12435341","RE","Verified","2024-10-31","","false"
"1.2435341E7","2024FA-BUS-614-801","","202490-70780-12435341","RE","Verified","2024-10-31","","false"
"1.2435339E7","2024FA-MIP-611-801","","202490-74313-12435339","RW","Verified","2024-10-31","","true"
"1.2435339E7","2024FA-MIP-613-801","","202490-74314-12435339","RW","Verified","2024-10-31","","true"
"1.2435337E7","2024SM-EDUC-651-801","","202460-47002-12435337","RE","Verified","2024-10-31","","false"
"1.2435324E7","2024SM-MECH-325-801","","202460-47911-12435324","RE","Verified","2024-10-31","","false"
"1.2435311E7","2024FA-BUS-619-801","","202490-74349-12435311","RE","Verified","2024-10-31","","false"
"1.2435297E7","2024FA-HORT-100-801","","202490-71314-12435297","RE","Verified","2024-10-31","","false"
"1.2435297E7","2024FA-HORT-260-801","","202490-74322-12435297","RE","Verified","2024-10-31","","false"
"1.2435297E7","2024FA-BZ-120-801","","202490-76995-12435297","RE","Verified","2024-10-31","","false"
"1.2435242E7","2024FA-LEAP-500-801","","202490-70957-12435242","RE","Verified","2024-10-31","","false"
"1.2435242E7","2024FA-LEAP-600-802","","202490-77069-12435242","RE","Verified","2024-10-31","","false"
"1.2435239E7","2024FA-SOCR-503-801","","202490-75316-12435239","RE","Verified","2024-10-31","","false"
"1.2435239E7","2024FA-SOCR-502-801","","202490-75315-12435239","RE","Verified","2024-10-31","","false"
"1.2435239E7","2024FA-SOCR-501-801","","202490-75314-12435239","RE","Verified","2024-10-31","","false"
"1.2435239E7","2024FA-SOCR-581A7-801","","202490-77117-12435239","RE","Verified","2024-10-31","","false"
"1.2435238E7","2024FA-SOCR-581A7-801","","202490-77117-12435238","RE","Verified","2024-10-31","","false"
"1.2435238E7","2024FA-SOCR-503-801","","202490-75316-12435238","RE","Verified","2024-10-31","","false"
"1.2435238E7","2024FA-SOCR-501-801","","202490-75314-12435238","RE","Verified","2024-10-31","","false"
"1.2435238E7","2024FA-SOCR-502-801","","202490-75315-12435238","RE","Verified","2024-10-31","","false"
"1.243522E7","2024FA-PHIL-100-801","","202490-74273-12435220","RW","Verified","2024-10-31","","true"
"1.243522E7","2024FA-ETST-240-801","","202490-76566-12435220","RW","Verified","2024-10-31","","true"
"1.243522E7","2024FA-BUS-150-801","","202490-71362-12435220","RW","Verified","2024-10-31","","true"
"1.243522E7","2024FA-AB-509-801","","202490-74311-12435220","RW","Verified","2024-10-31","","true"
"1.243522E7","2024FA-AREC-192-801","","202490-74477-12435220","RW","Verified","2024-10-31","","true"
"1.2435219E7","2024FA-LSPA-700-801","","202490-76641-12435219","RE","Verified","2024-10-31","","false"
"1.2435218E7","2024SM-EDUC-591A-612","","202460-47044-12435218","RE","Verified","2024-10-31","","false"
"1.2435199E7","2024FA-ENGR-502-801","","202490-70986-12435199","RE","Verified","2024-10-31","","false"
"1.2435199E7","2024FA-SYSE-501-801","","202490-74086-12435199","RE","Verified","2024-10-31","","false"
"1.2435195E7","2024FA-ANEQ-322-801","","202490-70831-12435195","RE","Verified","2024-10-31","","false"
"1.2435194E7","2024SM-EDUC-591A-612","","202460-47044-12435194","RE","Verified","2024-10-31","","false"
"1.2435193E7","2024SM-EDUC-591A-637","","202460-47048-12435193","RE","Verified","2024-10-31","","false"
"1.243519E7","2024FA-OT-215-801","","202490-70966-12435190","RE","Verified","2024-10-31","","false"
"1.2435189E7","2024SM-ECON-320-801","","202460-46638-12435189","RE","Verified","2024-10-31","","false"
"1.243517E7","2024FA-SOC-100-801","","202490-71212-12435170","RE","Verified","2024-10-31","","false"
"1.243517E7","2024FA-PSY-100-801","","202490-71168-12435170","RE","Verified","2024-10-31","","false"
"1.243517E7","2024FA-PSY-192-801","","202490-70768-12435170","RE","Verified","2024-10-31","","false"
"1.2435062E7","2024FA-LEAP-500-801","","202490-70957-12435062","RW","Verified","2024-10-31","","true"
"1.2435062E7","2024FA-LEAP-600-802","","202490-77069-12435062","RW","Verified","2024-10-31","","true"
"1.2435061E7","2024FA-CIS-563-801","","202490-73535-12435061","RE","Verified","2024-10-31","","false"
"1.2435061E7","2024FA-CIS-620-801","","202490-72262-12435061","RW","Verified","2024-10-31","","true"
"1.2435049E7","2024SM-EDUC-591A-612","","202460-47044-12435049","RE","Verified","2024-10-31","","false"
"1.2435048E7","2024SM-EDUC-591A-612","","202460-47044-12435048","RE","Verified","2024-10-31","","false"
"1.2435047E7","2024FA-CIVE-261-801","","202490-74553-12435047","RE","Verified","2024-10-31","","false"
"1.2435047E7","2024FA-CIVE-360-801","","202490-74174-12435047","RE","Verified","2024-10-31","","false"
"1.2435046E7","2024FA-SOWK-560-801","","202490-71282-12435046","RE","Verified","2024-10-31","","false"
"1.2435045E7","2024SM-JTC-568C-732","","202460-47060-12435045","RE","Verified","2024-10-31","","false"
"1.2435029E7","2024FA-BUS-655-801","","202490-70786-12435029","RE","Verified","2024-10-31","","false"
"1.2435029E7","2024FA-BUS-500-801","","202490-70927-12435029","RE","Verified","2024-10-31","","false"
"1.2435023E7","2024SM-EDUC-591A-613","","202460-48283-12435023","RE","Verified","2024-10-31","","false"
"1.2435022E7","2024SM-BZ-350-801","","202460-49148-12435022","RE","Verified","2024-10-31","","false"
"1.2435017E7","2024SM-CIVE-360-801","","202460-49305-12435017","RE","Verified","2024-10-31","","false"
"1.2435015E7","2024SM-BMS-300-801","","202460-46852-12435015","RE","Verified","2024-10-31","","false"
"1.2434933E7","2024FA-SOWK-676-801","","202490-71286-12434933","RE","Verified","2024-10-31","","false"
"1.2434911E7","2024FA-CIS-620-801","","202490-72262-12434911","RW","Verified","2024-10-31","","false"
"1.2434911E7","2024FA-CIS-563-801","","202490-73535-12434911","RE","Verified","2024-10-31","","false"
"1.2434905E7","2024FA-BIOM-570-801","","202490-71244-12434905","RE","Verified","2024-10-31","","false"
"1.2434904E7","2024FA-FW-567-801","","202490-74153-12434904","RE","Verified","2024-10-31","","false"
"1.2434903E7","2024FA-HORT-511-801","","202490-74528-12434903","RE","Verified","2024-10-31","","false"
"1.2434901E7","2024SM-EDUC-591A-612","","202460-47044-12434901","RE","Verified","2024-10-31","","false"
"1.24349E7","2024SM-BMS-320-801","","202460-46851-12434900","RE","Verified","2024-10-31","","false"
"1.2434885E7","2024FA-BUS-655-801","","202490-70786-12434885","RE","Verified","2024-10-31","","false"
"1.2434885E7","2024FA-BUS-614-801","","202490-70780-12434885","RE","Verified","2024-10-31","","false"
"1.2434885E7","2024FA-BUS-634-801","","202490-75609-12434885","RW","Verified","2024-10-31","","true"
"1.2434885E7","2024FA-BUS-620-801","","202490-70782-12434885","RE","Verified","2024-10-31","","false"
"1.2434885E7","2024FA-BUS-500-801","","202490-70927-12434885","RE","Verified","2024-10-31","","false"
"1.2434885E7","2024FA-BUS-515-801","","202490-72356-12434885","RW","Verified","2024-10-31","","true"
"1.2434884E7","2024FA-MIP-613-801","","202490-74314-12434884","RE","Verified","2024-10-31","","false"
"1.2434884E7","2024FA-MIP-611-801","","202490-74313-12434884","RE","Verified","2024-10-31","","false"
"1.2434881E7","2024FA-ECON-202-801","","202490-71260-12434881","RE","Verified","2024-10-31","","false"
"1.2434881E7","2024FA-BUS-150-801","","202490-71362-12434881","RW","Verified","2024-10-31","","true"
"1.2434881E7","2024FA-CS-150B-801","","202490-75466-12434881","RW","Verified","2024-10-31","","true"
"1.2434881E7","2024FA-ANTH-200-801","","202490-76605-12434881","RW","Verified","2024-10-31","","true"
"1.2434864E7","2024FA-MIP-613-801","","202490-74314-12434864","RE","Verified","2024-10-31","","false"
"1.2434864E7","2024FA-MIP-611-801","","202490-74313-12434864","RE","Verified","2024-10-31","","false"
"1.2434863E7","2024FA-SYSE-501-801","","202490-74086-12434863","RE","Verified","2024-10-31","","false"
"1.2434863E7","2024FA-SYSE-530-801","","202490-74087-12434863","RE","Verified","2024-10-31","","false"
"1.2434861E7","2024FA-SOC-301-801","","202490-71215-12434861","RW","Verified","2024-10-31","","true"
"1.2434861E7","2024FA-JTC-211-801","","202490-71109-12434861","RE","Verified","2024-10-31","","false"
"1.2434861E7","2024FA-JTC-319-801","","202490-76818-12434861","RE","Verified","2024-10-31","","false"
"1.2434861E7","2024FA-JTC-210-801","","202490-71108-12434861","RW","Verified","2024-10-31","","true"
"1.2434843E7","2024FA-BUS-614-801","","202490-70780-12434843","RW","Verified","2024-10-31","","true"
"1.2434843E7","2024FA-BUS-500-801","","202490-70927-12434843","RW","Verified","2024-10-31","","true"
"1.2434843E7","2024FA-BUS-655-801","","202490-70786-12434843","RW","Verified","2024-10-31","","true"
"1.243484E7","2024FA-CS-545-801","","202490-71326-12434840","RE","Verified","2024-10-31","","false"
"1.243484E7","2024FA-ECE-528-801","","202490-74191-12434840","RE","Verified","2024-10-31","","false"
"1.2434782E7","2024FA-ECE-528-801","","202490-74191-12434782","RE","Verified","2024-10-31","","false"
"1.243476E7","2024FA-CIS-600A-801","","202490-73536-12434760","RW","Verified","2024-10-31","","true"
"1.243476E7","2024FA-CIS-606-801","","202490-71236-12434760","RE","Verified","2024-10-31","","false"
"1.2434758E7","2024SM-BC-351-801","","202460-46843-12434758","RE","Verified","2024-10-31","","false"
"1.2434757E7","2024SM-EDUC-591A-618","","202460-47053-12434757","RE","Verified","2024-10-31","","false"
"1.2434756E7","2024SM-EDUC-591A-618","","202460-47053-12434756","RE","Verified","2024-10-31","","false"
"1.2434746E7","2024FA-NR-535-801","","202490-71193-12434746","RW","Verified","2024-10-31","","true"
"1.2434746E7","2024FA-FW-579-801","","202490-74156-12434746","RW","Verified","2024-10-31","","true"
"1.2434743E7","2024FA-MECH-502-801","","202490-71015-12434743","RE","Verified","2024-10-31","","false"
"1.2434725E7","2024FA-MIP-611-801","","202490-74313-12434725","RE","Verified","2024-10-31","","false"
"1.2434725E7","2024FA-MIP-613-801","","202490-74314-12434725","RE","Verified","2024-10-31","","false"
"1.2434724E7","2024FA-PHIL-110-801","","202490-70967-12434724","RW","Verified","2024-10-31","","true"
"1.2434724E7","2024FA-MATH-101-801","","202490-71099-12434724","RW","Verified","2024-10-31","","true"
"1.2434724E7","2024FA-CO-150-804","","202490-77124-12434724","RE","Verified","2024-10-31","","false"
"1.2434721E7","2024FA-CIS-605-801","","202490-71235-12434721","RE","Verified","2024-10-31","","false"
"1.2434721E7","2024FA-CIS-606-801","","202490-71236-12434721","RE","Verified","2024-10-31","","false"
"1.2434708E7","2024FA-CIS-600A-801","","202490-73536-12434708","RE","Verified","2024-10-31","","false"
"1.2434708E7","2024FA-CIS-620-801","","202490-72262-12434708","RE","Verified","2024-10-31","","false"
"1.2434708E7","2024FA-CIS-605-801","","202490-71235-12434708","RE","Verified","2024-10-31","","false"
"1.2434633E7","2024SM-JTC-568C-732","","202460-47060-12434633","RE","Verified","2024-10-31","","false"
"1.2434632E7","2024SM-PSY-325-801","","202460-46753-12434632","RE","Verified","2024-10-31","","false"
"1.2434631E7","2024SM-JTC-345-801","","202460-47632-12434631","RE","Verified","2024-10-31","","false"
"1.2434631E7","2024SM-JTC-460-801","","202460-46733-12434631","RE","Verified","2024-10-31","","false"
"1.2434628E7","2024FA-ANTH-140-801","","202490-71004-12434628","RW","Verified","2024-10-31","","true"
"1.2434608E7","2024FA-CIS-563-801","","202490-73535-12434608","RW","Verified","2024-10-31","","true"
"1.2434608E7","2024FA-CIS-606-801","","202490-71236-12434608","RE","Verified","2024-10-31","","false"
"1.2434599E7","2024SM-JTC-568C-732","","202460-47060-12434599","RE","Verified","2024-10-31","","false"
"1.2434598E7","2024SM-MATH-369-801","","202460-48114-12434598","RE","Verified","2024-10-31","","false"
"1.2434591E7","2024FA-PSY-310-801","","202490-71183-12434591","RE","Verified","2024-10-31","","false"
"1.2434591E7","2024FA-MU-692G-801","","202490-72458-12434591","RE","Verified","2024-10-31","","false"
"1.2434589E7","2024FA-MATH-101-801","","202490-71099-12434589","RE","Verified","2024-10-31","","false"
"1.2434589E7","2024FA-ECON-211-801","","202490-71262-12434589","RE","Verified","2024-10-31","","false"
"1.2434589E7","2024FA-BZ-110-801","","202490-74554-12434589","RE","Verified","2024-10-31","","false"
"1.2434589E7","2024FA-IDEA-210-801","","202490-74389-12434589","RE","Verified","2024-10-31","","false"
"1.2434585E7","2024FA-CIS-610-801","","202490-71237-12434585","RW","Verified","2024-10-31","","true"
"1.2434585E7","2024FA-CIS-600A-801","","202490-73536-12434585","RW","Verified","2024-10-31","","true"
"1.2434585E7","2024FA-CIS-563-801","","202490-73535-12434585","RW","Verified","2024-10-31","","true"
"1.2434549E7","2024FA-BUS-500-801","","202490-70927-12434549","RE","Verified","2024-10-31","","false"
"1.2434549E7","2024FA-BUS-614-801","","202490-70780-12434549","RE","Verified","2024-10-31","","false"
"1.2434549E7","2024FA-BUS-515-801","","202490-72356-12434549","RE","Verified","2024-10-31","","false"
"1.2434534E7","2024FA-VS-333-801","","202490-71232-12434534","RE","Verified","2024-10-31","","false"
"1.2434533E7","2024SM-MATH-340-801","","202460-48111-12434533","RE","Verified","2024-10-31","","false"
"1.2434531E7","2024SM-FSHN-444-801","","202460-48910-12434531","RE","Verified","2024-10-31","","false"
"1.243453E7","2024SM-ECON-335-801","","202460-47139-12434530","RE","Verified","2024-10-31","","false"
"1.243453E7","2024SM-ECON-320-801","","202460-46638-12434530","RE","Verified","2024-10-31","","false"
"1.2434529E7","2024SM-BC-351-801","","202460-46843-12434529","RE","Verified","2024-10-31","","false"
"1.2434528E7","2024SM-PSY-624-801","","202460-47711-12434528","RE","Verified","2024-10-31","","false"
"1.2434527E7","2024SM-JTC-568C-732","","202460-47060-12434527","RE","Verified","2024-10-31","","false"
"1.2434512E7","2024FA-BUS-646-801","","202490-74347-12434512","RE","Verified","2024-10-31","","false"
"1.2434512E7","2024FA-AREC-517-720","","202490-75546-12434512","RE","Verified","2024-10-31","","false"
"1.2434512E7","2024FA-AREC-513-720","","202490-75544-12434512","RE","Verified","2024-10-31","","false"
"1.2434512E7","2024FA-AREC-511-720","","202490-74374-12434512","RE","Verified","2024-10-31","","false"
"1.2434512E7","2024FA-AREC-514-720","","202490-74375-12434512","RE","Verified","2024-10-31","","false"
"1.2434512E7","2024FA-AREC-515-720","","202490-75545-12434512","RE","Verified","2024-10-31","","false"
"1.2434503E7","2024FA-MKT-305-801","","202490-71208-12434503","RE","Verified","2024-10-31","","false"
"1.2434503E7","2024FA-HORT-100-801","","202490-71314-12434503","RE","Verified","2024-10-31","","false"
"1.2434487E7","2024FA-BUS-614-801","","202490-70780-12434487","RW","Verified","2024-10-31","","true"
"1.2434487E7","2024FA-BUS-655-801","","202490-70786-12434487","RE","Verified","2024-10-31","","false"
"1.2434487E7","2024FA-BUS-500-801","","202490-70927-12434487","RE","Verified","2024-10-31","","false"
"1.2434426E7","2024FA-BUS-601-801","","202490-75514-12434426","RW","Verified","2024-10-31","","true"
"1.2434426E7","2024FA-BUS-640-801","","202490-70933-12434426","RW","Verified","2024-10-31","","true"
"1.2434426E7","2024FA-BUS-641-801","","202490-70784-12434426","RW","Verified","2024-10-31","","true"
"1.243442E7","2024FA-CIS-600A-801","","202490-73536-12434420","RE","Verified","2024-10-31","","false"
"1.243442E7","2024FA-CIS-606-801","","202490-71236-12434420","RE","Verified","2024-10-31","","false"
"1.243442E7","2024FA-CIS-605-801","","202490-71235-12434420","RE","Verified","2024-10-31","","false"
"1.2434404E7","2024FA-ART-200-801","","202490-71225-12434404","RE","Verified","2024-10-31","","false"
"1.2434404E7","2024FA-HDFS-277-801","","202490-71288-12434404","RE","Verified","2024-10-31","","false"
"1.2434404E7","2024FA-HDFS-101-801","","202490-71060-12434404","RE","Verified","2024-10-31","","false"
"1.2434401E7","2024FA-ETST-205-801","","202490-72505-12434401","RW","Verified","2024-10-31","","true"
"1.2434401E7","2024FA-JTC-210-801","","202490-71108-12434401","RW","Verified","2024-10-31","","true"
"1.24344E7","2024FA-EDRM-600-801","","202490-70900-12434400","RE","Verified","2024-10-31","","false"
"1.2434399E7","2024FA-MIP-300-801","","202490-70964-12434399","RE","Verified","2024-10-31","","false"
"1.2434396E7","2024SM-BC-351-801","","202460-46843-12434396","RE","Verified","2024-10-31","","false"
"1.2434395E7","2024SM-JTC-568C-732","","202460-47060-12434395","RE","Verified","2024-10-31","","false"
"1.2434394E7","2024SM-PSY-624-801","","202460-47711-12434394","RE","Verified","2024-10-31","","false"
"1.2434393E7","2024SM-BC-351-801","","202460-46843-12434393","RE","Verified","2024-10-31","","false"
"1.2434392E7","2024SM-BC-465-801","","202460-47567-12434392","RE","Verified","2024-10-31","","false"
"1.243439E7","2024SM-EDUC-591A-637","","202460-47048-12434390","RE","Verified","2024-10-31","","false"
"1.243439E7","2024SM-EDUC-591A-638","","202460-47049-12434390","RE","Verified","2024-10-31","","false"
"1.2434362E7","2024FA-CS-152-801","","202490-76660-12434362","RE","Verified","2024-10-31","","false"
"1.2434362E7","2024FA-DSCI-369-801","","202490-75734-12434362","RE","Verified","2024-10-31","","false"
"1.2434362E7","2024FA-CS-162-801","","202490-76663-12434362","RE","Verified","2024-10-31","","false"
"1.243428E7","2024FA-MIP-611-801","","202490-74313-12434280","RW","Verified","2024-10-31","","true"
"1.243428E7","2024FA-MIP-613-801","","202490-74314-12434280","RW","Verified","2024-10-31","","true"
"1.2434256E7","2024SM-ECON-442-801","","202460-48421-12434256","RE","Verified","2024-10-31","","false"
"1.2434254E7","2024SM-MECH-324-801","","202460-47910-12434254","RE","Verified","2024-10-31","","false"
"1.2434253E7","2024SM-MATH-161-801","","202460-46584-12434253","RE","Verified","2024-10-31","","false"
"1.2434251E7","2024FA-HORT-100-801","","202490-71314-12434251","RE","Verified","2024-10-31","","false"
"1.2434234E7","2024FA-MIP-680A7-801","","202490-76915-12434234","RE","Verified","2024-10-31","","false"
"1.2434234E7","2024FA-MIP-611-801","","202490-74313-12434234","RE","Verified","2024-10-31","","false"
"1.2434234E7","2024FA-MIP-619A-801","","202490-76913-12434234","RE","Verified","2024-10-31","","false"
"1.2434234E7","2024FA-MIP-618A-801","","202490-76924-12434234","RE","Verified","2024-10-31","","false"
"1.243423E7","2024FA-AGRI-635-801","","202490-71154-12434230","RE","Verified","2024-10-31","","false"
"1.2434229E7","2024SM-CIVE-360-801","","202460-49305-12434229","RE","Verified","2024-10-31","","false"
"1.2434225E7","2024SM-VMBS-101-801","","202460-48815-12434225","RE","Verified","2024-10-31","","false"
"1.2434208E7","2024FA-ANTH-200-801","","202490-76605-12434208","RW","Verified","2024-10-31","","true"
"1.2434208E7","2024FA-JTC-372-801","","202490-71123-12434208","RE","Verified","2024-10-31","","false"
"1.2434208E7","2024FA-MATH-369-801","","202490-74514-12434208","RW","Verified","2024-10-31","","true"
"1.2434208E7","2024FA-JTC-300-806","","202490-72593-12434208","RW","Verified","2024-10-31","","true"
"1.2434204E7","2024FA-ECE-421-801","","202490-74183-12434204","RE","Verified","2024-10-31","","false"
"1.2434201E7","2024SM-CIVE-360-801","","202460-49305-12434201","RE","Verified","2024-10-31","","false"
"1.2434199E7","2024FA-BIOM-570-801","","202490-71244-12434199","RE","Verified","2024-10-31","","false"
"1.2434194E7","2024FA-MATH-117-801","","202490-71135-12434194","RW","Verified","2024-10-31","","true"
"1.2434194E7","2024FA-MATH-124-801","","202490-71133-12434194","RW","Verified","2024-10-31","","true"
"1.2434194E7","2024FA-MATH-118-801","","202490-71134-12434194","RW","Verified","2024-10-31","","true"
"1.2434194E7","2024FA-AREC-202-801","","202490-70846-12434194","RW","Verified","2024-10-31","","true"
"1.2434194E7","2024FA-PHIL-110-801","","202490-70967-12434194","RE","Verified","2024-10-31","","false"
"1.2434194E7","2024FA-CO-150-804","","202490-77124-12434194","RW","Verified","2024-10-31","","true"
"1.2434114E7","2024FA-BC-403-801","","202490-74224-12434114","RE","Verified","2024-10-31","","false"
